,ts1,ts2
0.0,0.8876770600418623,-0.20974593840046274
0.1000100010001,0.7627057543294108,-1.177008725493643
0.2000200020002,1.1006414722248903,-0.2803577980073021
0.3000300030003,0.8461468519391022,-2.140496412908232
0.4000400040004,0.8980888336165986,-1.5505879987271702
0.5000500050005,1.2434092129722587,-0.29901600745067847
0.6000600060006,0.778103573893406,-0.5602940345713491
0.7000700070007,0.9376069350302462,-1.147036883486836
0.8000800080008,0.9538632233031417,-0.7299496380203075
0.9000900090009001,0.9190140944783662,-0.7721913271794163
1.000100010001,1.1722659319862943,-1.0068444592218126
1.1001100110011,0.6429337916054437,-2.417435155322314
1.2001200120012,0.7079685602725219,-0.25347750127525837
1.3001300130013,1.134199540623941,-1.8440497457841942
1.4001400140014,0.8587286110270186,-1.0514253781347167
1.5001500150015001,1.2331109802028102,-0.05742021378092643
1.6001600160016,1.1347514696963077,-0.01983063323142753
1.7001700170017,1.1779990593862597,-1.5264227285207626
1.8001800180018002,0.6466911012653159,-1.8684986592766688
1.9001900190019,0.509483920975699,-1.213699909006709
2.000200020002,0.7620034291355745,-1.062457743370531
2.1002100210021,1.3850988210858777,-0.3173291495300948
2.2002200220022,0.6483668327400899,0.8090290637115704
2.3002300230023,1.0216807009629674,0.6712658660843419
2.4002400240024,1.1634418025606441,0.12287557670971971
2.5002500250025,1.4690424263996202,-1.2145186188914145
2.6002600260026,0.9255402430406673,-0.3254838270270789
2.7002700270027002,0.9462748415641219,-0.7225017917251803
2.8002800280028,0.9468635604505741,-0.7269027537105398
2.9002900290029,0.7162177524627338,-1.0665297003580658
3.0003000300030003,0.9679515282842582,0.20314604212748388
3.1003100310031,1.2347153425437012,-0.04926827960398772
3.2003200320032,0.6493658708136141,-1.6370343308627122
3.3003300330033003,1.380742298092136,-0.6893373528240412
3.4003400340034,1.5072774617413423,-1.694742119253997
3.5003500350035,1.2683459891960236,-2.3347638699187825
3.6003600360036003,1.1016326236462386,-0.005344807807077578
3.7003700370037,1.0615058000264246,0.34357585693470094
3.8003800380038,0.39147406530007967,-0.6802912705140105
3.9003900390039004,0.7179110470513138,-1.021551037836811
4.000400040004,0.7363264549645774,-1.1380215479047473
4.1004100410041,1.2280625573136625,-0.27583413210311836
4.2004200420042,0.7425178153706761,-0.6136522483827462
4.3004300430043,0.19692796419707048,-0.9872569911124043
4.4004400440044,0.8794562956082177,-0.2970264094670852
4.5004500450045,0.6120417915806843,-0.5667832899217448
4.6004600460046,0.935283248348736,-0.35614776934373793
4.7004700470047,0.570466759115734,-1.1804214688971193
4.8004800480048,1.0645106083088265,0.9010182163560857
4.9004900490049,0.8323988064779538,0.4016960335717259
5.000500050005,0.8625707169517635,-1.1153734765475305
5.1005100510051005,1.4903289955224341,-1.2762794991832571
5.2005200520052,1.210930963920157,-0.45235084239647927
5.3005300530053,0.3428479500501571,-1.5698347774571237
5.4005400540054005,0.6433183382095378,-1.4850975075674244
5.5005500550055,1.118612500363811,0.8989691207057097
5.6005600560056,0.7322311628103327,-0.2924957798242955
5.7005700570057005,0.5864849982249962,0.23635047533866038
5.8005800580058,0.9125125533062612,0.7829827767749399
