,ts1,ts2,ts3
0.0,-2.0,2.0,-1.0
0.1000100010001,-1.7999799979998,2.1000100010001,-1.05000500050005
0.2000200020002,-1.5999599959996,2.2000200020002,-1.1000100010001
0.3000300030003,-1.3999399939994,2.3000300030003,-1.15001500150015
0.4000400040004,-1.1999199919992,2.4000400040004,-1.2000200020002
0.5000500050005,-0.999899989999,2.5000500050005,-1.25002500250025
0.6000600060006,-0.7998799879987999,2.6000600060006,-1.3000300030003
0.7000700070007,-0.5998599859986,2.7000700070006998,-1.3500350035003499
0.8000800080008,-0.39983998399839993,2.8000800080008,-1.4000400040004
0.9000900090009001,-0.19981998199819984,2.9000900090009,-1.45004500450045
1.000100010001,0.00020002000200003422,3.000100010001,-1.5000500050005
1.1001100110011,0.2002200220021999,3.1001100110011,-1.55005500550055
1.2001200120012,0.4002400240024002,3.2001200120012,-1.6000600060006
1.3001300130013,0.6002600260026001,3.3001300130013,-1.65006500650065
1.4001400140014,0.8002800280028,3.4001400140014,-1.7000700070007
1.5001500150015001,1.0003000300030003,3.5001500150015,-1.75007500750075
1.6001600160016,1.2003200320032001,3.6001600160016,-1.8000800080008
1.7001700170017,1.4003400340034,3.7001700170017,-1.85008500850085
1.8001800180018002,1.6003600360036003,3.8001800180018,-1.9000900090009
1.9001900190019,1.8003800380038002,3.9001900190019,-1.95009500950095
2.000200020002,2.000400040004,4.000200020002,-2.000100010001
2.1002100210021,2.2004200420042004,4.1002100210021,-2.05010501050105
2.2002200220022,2.4004400440044,4.2002200220022,-2.1001100110011
2.3002300230023,2.6004600460046,4.3002300230023,-2.15011501150115
2.4002400240024,2.8004800480048004,4.4002400240024,-2.2001200120012
2.5002500250025,3.000500050005,4.5002500250025,-2.25012501250125
2.6002600260026,3.2005200520052,4.6002600260026,-2.3001300130013
2.7002700270027002,3.4005400540054005,4.7002700270027,-2.35013501350135
2.8002800280028,3.6005600560056,4.8002800280028,-2.4001400140014
2.9002900290029,3.8005800580058002,4.9002900290029,-2.45014501450145
3.0003000300030003,4.0006000600060005,5.000300030003,-2.5001500150015
3.1003100310031,4.2006200620062,5.1003100310031,-2.55015501550155
3.2003200320032,4.4006400640064,5.2003200320032,-2.6001600160016
3.3003300330033003,4.600660066006601,5.3003300330033,-2.65016501650165
3.4003400340034,4.8006800680068,5.4003400340034,-2.7001700170017
3.5003500350035,5.000700070007,5.5003500350035,-2.75017501750175
3.6003600360036003,5.200720072007201,5.6003600360036,-2.8001800180018
3.7003700370037,5.4007400740074,5.7003700370037,-2.85018501850185
3.8003800380038,5.6007600760076,5.8003800380038,-2.9001900190019
3.9003900390039004,5.800780078007801,5.9003900390039,-2.95019501950195
4.000400040004,6.000800080008,6.000400040004,-3.000200020002
4.1004100410041,6.2008200820082,6.1004100410041,-3.05020502050205
4.2004200420042,6.400840084008401,6.2004200420042,-3.1002100210021
4.3004300430043,6.6008600860086,6.3004300430043,-3.15021502150215
4.4004400440044,6.8008800880088,6.4004400440044,-3.2002200220022
4.5004500450045,7.000900090009001,6.5004500450045,-3.25022502250225
4.6004600460046,7.2009200920092,6.6004600460046,-3.3002300230023
4.7004700470047,7.4009400940094,6.7004700470047,-3.35023502350235
4.8004800480048,7.600960096009601,6.8004800480048,-3.4002400240024
4.9004900490049,7.8009800980098,6.9004900490049,-3.45024502450245
5.000500050005,8.00100010001,7.000500050005,-3.5002500250025
5.1005100510051005,8.201020102010201,7.1005100510051005,-3.5502550255025502
5.2005200520052,8.4010401040104,7.2005200520052,-3.6002600260026
5.3005300530053,8.6010601060106,7.3005300530053,-3.65026502650265
5.4005400540054005,8.801080108010801,7.4005400540054005,-3.7002700270027002
5.5005500550055,9.001100110011,7.5005500550055,-3.75027502750275
5.6005600560056,9.2011201120112,7.6005600560056,-3.8002800280028
5.7005700570057005,9.401140114011401,7.7005700570057005,-3.8502850285028503
5.8005800580058,9.6011601160116,7.8005800580058,-3.9002900290029
5.9005900590059,9.8011801180118,7.9005900590059,-3.95029502950295
6.0006000600060005,10.001200120012001,8.000600060006,-4.000300030003
6.1006100610061,10.2012201220122,8.100610061006101,-4.050305030503051
6.2006200620062,10.4012401240124,8.2006200620062,-4.1003100310031
6.300630063006301,10.601260126012601,8.3006300630063,-4.15031503150315
6.4006400640064,10.8012801280128,8.4006400640064,-4.2003200320032
6.5006500650065,11.001300130013,8.5006500650065,-4.25032503250325
6.600660066006601,11.201320132013201,8.6006600660066,-4.3003300330033
6.7006700670067,11.4013401340134,8.700670067006701,-4.350335033503351
6.8006800680068,11.6013601360136,8.8006800680068,-4.4003400340034
6.900690069006901,11.801380138013801,8.9006900690069,-4.45034503450345
7.000700070007,12.001400140014,9.000700070007,-4.5003500350035
7.1007100710071,12.2014201420142,9.1007100710071,-4.55035503550355
7.200720072007201,12.401440144014401,9.2007200720072,-4.6003600360036
7.3007300730073,12.6014601460146,9.300730073007301,-4.650365036503651
7.4007400740074,12.8014801480148,9.4007400740074,-4.7003700370037
7.500750075007501,13.001500150015001,9.5007500750075,-4.75037503750375
7.6007600760076,13.2015201520152,9.6007600760076,-4.8003800380038
7.7007700770077,13.4015401540154,9.7007700770077,-4.85038503850385
7.800780078007801,13.601560156015601,9.8007800780078,-4.9003900390039
7.9007900790079,13.8015801580158,9.900790079007901,-4.950395039503951
8.000800080008,14.001600160016,10.000800080008,-5.000400040004
8.1008100810081,14.201620162016201,10.1008100810081,-5.05040504050405
8.2008200820082,14.4016401640164,10.2008200820082,-5.1004100410041
