,ts1,ts2
0.0,0.9959626791073533,-1.3462006724955102
0.1000100010001,0.6462131270115195,-0.9357437119595837
0.2000200020002,1.0144039290637106,-1.3549610162010874
0.3000300030003,0.9423901604018917,-0.7240622208341734
0.4000400040004,0.4369968652359061,-1.2044010942734924
0.5000500050005,0.6821894863209907,-1.8741471845615
0.6000600060006,0.8057938595356887,-0.9894108434175402
0.7000700070007,1.2483488260779336,-0.9476190111914972
0.8000800080008,0.8315161173282135,-1.986539594642864
0.9000900090009001,0.6568507893659463,-0.8409846048136839
1.000100010001,0.7595706863382806,-1.1078593456107615
1.1001100110011,1.4997850506751158,0.6829615606097764
1.2001200120012,1.2711490924179765,-0.29077943994752786
1.3001300130013,0.9061858839921468,-0.7297679193862094
1.4001400140014,0.5652539464221548,-1.482022656588827
1.5001500150015001,0.3430979978432459,-1.0366745207233354
1.6001600160016,0.9117881182253884,-0.46306670415253304
1.7001700170017,0.9966432641772724,-0.8804706578596537
1.8001800180018002,1.1982551704051796,-0.8674712156884404
1.9001900190019,0.7996826523851515,-1.386966595368469
2.000200020002,1.3028514149150805,-1.1200981438594915
2.1002100210021,0.5593043976486178,-0.39047081235898334
2.2002200220022,0.4066329204543231,-0.941799074294907
2.3002300230023,1.138856327810651,-0.4462487236401438
2.4002400240024,1.1535812731725599,-1.1255703050649126
2.5002500250025,1.1592329762093168,-0.2793179407202582
2.6002600260026,1.0347054649189091,-2.0635551007908814
2.7002700270027002,1.0998451648002867,-1.7310107659054887
2.8002800280028,0.887347793980097,-0.5045219506024522
2.9002900290029,1.0376582042855589,-1.5377292562718015
3.0003000300030003,1.0985465048946992,0.010621034023814757
3.1003100310031,1.0832956619696221,-0.7950184758008116
3.2003200320032,0.705559512397351,0.3605376839021358
3.3003300330033003,1.2126024408151996,-0.7962299188485811
3.4003400340034,1.4517116459951185,0.5105952269189667
3.5003500350035,0.9669582780026313,-1.1539704322435873
3.6003600360036003,0.5617302042660977,-1.5824280086136593
3.7003700370037,1.0502673112182945,-1.9560830316936015
3.8003800380038,0.5058699703088841,-1.146034736170133
3.9003900390039004,1.0782019054855154,-0.949464078669829
4.000400040004,0.5429294845136711,-1.2529872327481717
4.1004100410041,0.6887675250902554,-0.0039637150465304805
4.2004200420042,0.8632555503556791,-0.045960872971577804
4.3004300430043,1.6934035017462488,-1.625274489819167
4.4004400440044,1.1115458525917326,-0.3696998635943004
4.5004500450045,1.0684250171836607,0.8424084562840931
4.6004600460046,1.2856947522703328,-0.6400048965056517
4.7004700470047,1.003085921069303,-1.4361871707421687
4.8004800480048,0.7419439615784762,-1.571944935399482
4.9004900490049,0.9425608716423953,-0.16004459144710792
5.000500050005,0.9650588168275036,-0.7605749926185508
5.1005100510051005,1.3943544678883015,-0.6373153302227443
5.2005200520052,0.8946853393417977,0.4766115346813562
5.3005300530053,0.7946498164208391,-1.7500356209870112
5.4005400540054005,0.835720575855589,-0.3561543316694737
5.5005500550055,0.4774499473798003,-0.4344040870420417
5.6005600560056,1.0349905940149244,-0.663735489031327
5.7005700570057005,0.8325773397682679,0.7716513218037361
5.8005800580058,0.8666233687310345,-0.6729021346737476
5.9005900590059,0.9258638315137812,-0.6025712943659534
6.0006000600060005,0.6153156847482254,-0.8328993516512249
6.1006100610061,0.7414281230588344,-1.308019348915419
6.2006200620062,0.6406556045428912,0.5212926292105462
6.300630063006301,0.7800540210512397,-0.05066926812542327
6.4006400640064,0.9157115544943076,0.41924610103990934
6.5006500650065,0.9907020607375132,0.14698420560476055
6.600660066006601,1.002335776375731,0.6815723598310538
6.7006700670067,1.455441635468448,-0.2829253894255218
6.8006800680068,0.9102518637042875,-0.8589906897068014
6.900690069006901,0.9318844866809163,-0.8664763132884672
7.000700070007,1.3512321199310766,0.27586242473218314
7.1007100710071,0.929508211076032,-1.2572393342176607
7.200720072007201,0.5976306209221314,-0.02277170994196609
